CustLastName,CustFirstName,CustMiddleInitial,CustSuffix,CustDOB,CustSalutation,CusteMailAddress,Gender,SSN_TIN,SSNType,CustomerLegacyID,WithholdingCode,PreferredLanguage,StartDate,EndDate,CustomerID
Rousell,Chiquita,S,II,1945-12-18,Mr,crousell9r@army.mil,F,497-11-8607,SSN,LEG184736,EX,Spanish,2015-12-18,,352
Sell,Findley,R,III,1945-12-19,Mr,fsell9s@archive.org,F,349-36-0683,SSN,LEG610200,W2,Spanish,2015-12-19,,353
Korneev,Ario,T,NA,1945-12-20,Ms,akorneev9t@netscape.com,F,156-93-3477,TIN,LEG465130,W2,Mandarin,2015-12-20,,354
Pillans,Jameson,G,II,1945-12-21,Dr,jpillans9u@eepurl.com,M,163-58-6956,TIN,LEG611404,W2,Mandarin,2015-12-21,,355
Boller,Tami,T,Sr,1945-12-22,Mr,tboller9v@domainmarket.com,M,876-19-0278,TIN,LEG781087,W4,Spanish,2015-12-22,,356
Pauluzzi,Lyndel,D,Sr,1945-12-23,Ms,lpauluzzi9w@google.co.jp,F,105-54-9719,SSN,LEG919313,EX,Mandarin,2015-12-23,,357
Chatt,Kienan,Z,NA,1945-12-24,Mrs,kchatt9x@guardian.co.uk,M,707-11-5170,TIN,LEG799586,W1,Mandarin,2015-12-24,2026-12-24,358
Wing,Nealson,U,III,1945-12-25,Mr,nwing9y@howstuffworks.com,M,787-40-8825,TIN,LEG734989,W1,English,2015-12-25,2026-12-25,359
Paddon,Fredelia,G,II,1945-12-26,Ms,fpaddon9z@redcross.org,F,268-22-9883,SSN,LEG887290,W1,English,2015-12-26,2026-12-26,360
Dust,Kendal,R,Sr,1945-12-27,Mr,kdusta0@privacy.gov.au,M,165-81-2491,SSN,LEG464150,W4,Mandarin,2015-12-27,,361
Carruthers,Ginnifer,B,III,1945-12-28,Dr,gcarruthersa1@umn.edu,M,115-36-6181,SSN,LEG769653,W1,English,2015-12-28,,362
Gerrietz,Tommy,X,II,1945-12-29,Ms,tgerrietza2@ted.com,F,754-90-1829,TIN,LEG470627,W4,English,2015-12-29,,363
Borlease,Othilie,R,Sr,1945-12-30,Dr,oborleasea3@nih.gov,F,867-26-5897,TIN,LEG228408,EX,Mandarin,2015-12-30,,364
Lodemann,Aharon,S,II,1945-12-31,Mr,alodemanna4@last.fm,M,757-69-0511,TIN,LEG451760,EX,English,2015-12-31,,365
Spurrett,Ewart,Q,Jr,1946-01-01,Ms,espurretta5@ning.com,F,216-46-2732,TIN,LEG552568,W4,Mandarin,2016-01-01,,366
Leatherland,Miran,Q,Jr,1946-01-02,Mr,mleatherlanda6@noaa.gov,F,138-06-3291,SSN,LEG302271,W1,Mandarin,2016-01-02,,367
Richardin,Moreen,I,Jr,1946-01-03,Dr,mrichardina7@engadget.com,M,780-52-7954,SSN,LEG804376,W4,Mandarin,2016-01-03,2027-01-03,368
Masseo,Roda,Y,III,1946-01-04,Mr,rmasseoa8@weather.com,M,506-12-8093,TIN,LEG153614,W1,Mandarin,2016-01-04,2027-01-04,369
Bill,Nathalie,R,NA,1946-01-05,Mrs,nbilla9@youtube.com,M,529-34-5032,SSN,LEG865295,EX,English,2016-01-05,2027-01-05,370
Tommasetti,Harriott,X,NA,1946-01-06,Dr,htommasettiaa@bluehost.com,F,618-47-7078,TIN,LEG207332,W1,English,2016-01-06,,371
Mcwhinnie,Kitti,X,NA,1946-01-07,Dr,kmcwhinnieab@smugmug.com,F,870-52-3553,TIN,LEG899386,W1,English,2016-01-07,,372
Housam,Jobina,M,II,1946-01-08,Ms,jhousamac@imgur.com,M,794-92-5392,SSN,LEG927034,EX,Spanish,2016-01-08,,373
Arnaldo,Doti,T,Jr,1946-01-09,Mrs,darnaldoad@newsvine.com,F,109-55-1706,TIN,LEG951760,W1,Spanish,2016-01-09,,374
Danilov,Tam,C,NA,1946-01-10,Mrs,tdanilovae@linkedin.com,F,311-48-1546,TIN,LEG124264,W4,Spanish,2016-01-10,,375
Hurton,Otha,N,NA,1946-01-11,Mrs,ohurtonaf@cafepress.com,M,134-77-1614,SSN,LEG413410,EX,Spanish,2016-01-11,,376
Sharland,Cate,Y,II,1946-01-12,Ms,csharlandag@ezinearticles.com,F,159-95-3078,TIN,LEG008368,W1,Spanish,2016-01-12,,377
Lappine,Iorgo,E,Sr,1946-01-13,Dr,ilappineah@angelfire.com,M,823-13-0955,TIN,LEG641855,W1,Mandarin,2016-01-13,2027-01-13,378
Cicetti,Maurie,T,Jr,1946-01-14,Dr,mcicettiai@google.ru,F,149-62-2511,SSN,LEG879536,W1,Spanish,2016-01-14,2027-01-14,379
Piscopello,Stuart,U,II,1946-01-15,Mrs,spiscopelloaj@cafepress.com,M,631-27-2532,SSN,LEG495267,W1,Spanish,2016-01-15,2027-01-15,380
Hoggetts,Jard,A,Sr,1946-01-16,Ms,jhoggettsak@baidu.com,M,553-73-9966,TIN,LEG637563,W4,English,2016-01-16,,381
Kaines,Gillan,Y,II,1946-01-17,Mrs,gkainesal@theguardian.com,M,448-68-9941,TIN,LEG304794,W2,English,2016-01-17,,382
Mourant,Darrell,C,Jr,1946-01-18,Mrs,dmourantam@tamu.edu,M,479-96-7636,SSN,LEG124849,W2,Mandarin,2016-01-18,,383
Tinham,Stacie,F,Jr,1946-01-19,Mrs,stinhaman@cloudflare.com,M,738-40-6677,SSN,LEG039078,W2,Spanish,2016-01-19,,384
Ferronier,Benjie,F,Jr,1946-01-20,Dr,bferronierao@google.ru,M,244-08-1808,SSN,LEG663340,W2,English,2016-01-20,,385
Langthorn,Ricca,O,Jr,1946-01-21,Ms,rlangthornap@feedburner.com,M,109-91-1198,SSN,LEG604530,EX,Mandarin,2016-01-21,,386
Reignould,Deane,I,II,1946-01-22,Mrs,dreignouldaq@histats.com,M,318-63-8221,TIN,LEG771600,EX,English,2016-01-22,,387
Folling,Bertie,X,Sr,1946-01-23,Mrs,bfollingar@ow.ly,M,747-71-4366,SSN,LEG306187,EX,Spanish,2016-01-23,2027-01-23,388
Stefanovic,Margaux,E,Jr,1946-01-24,Mrs,mstefanovicas@dailymail.co.uk,M,610-60-4281,TIN,LEG689107,W1,Mandarin,2016-01-24,2027-01-24,389
Bracco,Arturo,Z,Sr,1946-01-25,Dr,abraccoat@cafepress.com,F,834-72-1468,SSN,LEG649444,W1,Mandarin,2016-01-25,2027-01-25,390
Cowdray,Katti,F,Jr,1946-01-26,Dr,kcowdrayau@nationalgeographic.com,F,113-60-7995,TIN,LEG801612,W2,English,2016-01-26,,391
Gland,Trixie,U,Sr,1946-01-27,Dr,tglandav@economist.com,M,774-05-7081,TIN,LEG553739,W1,English,2016-01-27,,392
Meeking,Silvio,K,Jr,1946-01-28,Ms,smeekingaw@mayoclinic.com,F,340-07-5659,TIN,LEG942824,W2,Mandarin,2016-01-28,,393
Daintier,Olive,Q,Sr,1946-01-29,Mrs,odaintierax@istockphoto.com,F,533-22-5458,TIN,LEG457668,EX,English,2016-01-29,,394
Cranmore,Paulie,W,Sr,1946-01-30,Ms,pcranmoreay@list-manage.com,M,292-35-5731,TIN,LEG300211,W2,Spanish,2016-01-30,,395
Claypole,Lucy,P,Jr,1946-01-31,Mr,lclaypoleaz@va.gov,M,397-86-9502,SSN,LEG253461,W1,Spanish,2016-01-31,,396
Stiegars,Kiah,V,NA,1946-02-01,Dr,kstiegarsb0@usda.gov,M,410-27-0452,SSN,LEG870231,W4,Spanish,2016-02-01,,397
Wenderoth,Myca,X,III,1946-02-02,Mr,mwenderothb1@facebook.com,M,285-88-4340,SSN,LEG215395,W4,Spanish,2016-02-02,2027-02-02,398
Huyton,Leona,K,NA,1946-02-03,Mrs,lhuytonb2@netvibes.com,M,719-20-4789,SSN,LEG631326,W2,Spanish,2016-02-03,2027-02-03,399
Unwins,Dukie,S,NA,1946-02-04,Mrs,dunwinsb3@gizmodo.com,M,885-18-4045,TIN,LEG417237,EX,Spanish,2016-02-04,2027-02-04,400
Renfree,Marabel,H,NA,1946-02-05,Mrs,mrenfreeb4@comsenz.com,M,397-84-6681,SSN,LEG394118,EX,Spanish,2016-02-05,,401
Le Guin,Kelsey,T,Sr,1946-02-06,Mrs,kleguinb5@hibu.com,M,379-09-6470,TIN,LEG213110,W1,English,2016-02-06,,402
Eaklee,Tate,X,II,1946-02-07,Mrs,teakleeb6@discovery.com,M,635-94-8684,TIN,LEG690418,EX,English,2016-02-07,,403
Suatt,Caitlin,T,Sr,1946-02-08,Ms,csuattb7@seattletimes.com,F,306-63-1142,TIN,LEG515421,EX,Spanish,2016-02-08,,404
Freyne,Jess,U,NA,1946-02-09,Dr,jfreyneb8@va.gov,F,264-38-3991,SSN,LEG354265,EX,Spanish,2016-02-09,,405
Youd,Rosana,Q,NA,1946-02-10,Mr,ryoudb9@g.co,M,506-09-0370,SSN,LEG612103,W1,Mandarin,2016-02-10,,406
Catford,Carmelle,C,Jr,1946-02-11,Mr,ccatfordba@examiner.com,M,648-95-4435,SSN,LEG041910,W1,Mandarin,2016-02-11,,407
Billson,Cissiee,L,Sr,1946-02-12,Mrs,cbillsonbb@hugedomains.com,M,217-02-9236,TIN,LEG788358,W2,English,2016-02-12,2027-02-12,408
Thieme,Silvan,I,III,1946-02-13,Mr,sthiemebc@samsung.com,M,880-51-0234,TIN,LEG801895,EX,English,2016-02-13,2027-02-13,409
Kalker,Ettore,I,Jr,1946-02-14,Mr,ekalkerbd@usda.gov,F,731-69-2851,TIN,LEG930000,W2,English,2016-02-14,2027-02-14,410
Willarton,Lissa,L,II,1946-02-15,Mrs,lwillartonbe@cloudflare.com,M,270-47-5959,TIN,LEG771511,EX,Spanish,2016-02-15,,411
Missington,Karalee,Y,II,1946-02-16,Mrs,kmissingtonbf@webmd.com,F,400-61-6005,TIN,LEG273052,W2,English,2016-02-16,,412
Loxston,Farr,B,Jr,1946-02-17,Ms,floxstonbg@apple.com,M,754-84-2887,SSN,LEG757569,W4,Mandarin,2016-02-17,,413
Bruni,Red,D,Sr,1946-02-18,Mr,rbrunibh@chronoengine.com,M,495-33-6425,SSN,LEG716428,W1,Mandarin,2016-02-18,,414
Jursch,Alysia,F,NA,1946-02-19,Mrs,ajurschbi@last.fm,M,320-81-3266,TIN,LEG826086,W2,Mandarin,2016-02-19,,415
Churcher,Leonidas,Z,Sr,1946-02-20,Mr,lchurcherbj@comcast.net,M,387-91-1869,SSN,LEG838181,W2,Spanish,2016-02-20,,416
Houtby,Beryl,N,III,1946-02-21,Mr,bhoutbybk@washingtonpost.com,F,613-84-3609,TIN,LEG497464,W4,Spanish,2016-02-21,,417
Stenyng,Zelda,B,Jr,1946-02-22,Mr,zstenyngbl@exblog.jp,F,760-93-8210,TIN,LEG266665,W1,Mandarin,2016-02-22,2027-02-22,418
Vakhrushin,Howard,Y,NA,1946-02-23,Mrs,hvakhrushinbm@illinois.edu,M,589-01-9249,SSN,LEG138002,W4,Spanish,2016-02-23,2027-02-23,419
Gronow,Dusty,X,II,1946-02-24,Dr,dgronowbn@wp.com,M,776-42-6451,SSN,LEG024896,W1,Mandarin,2016-02-24,2027-02-24,420
Papaccio,Hilly,E,Jr,1946-02-25,Mrs,hpapacciobo@squarespace.com,M,641-32-4084,TIN,LEG176402,W1,Spanish,2016-02-25,,421
Ludlamme,Florencia,U,III,1946-02-26,Ms,fludlammebp@mac.com,F,378-38-9878,SSN,LEG772669,W2,Mandarin,2016-02-26,,422
Barensen,Elonore,E,Sr,1946-02-27,Dr,ebarensenbq@answers.com,M,530-10-1740,TIN,LEG098662,W4,Spanish,2016-02-27,,423
Measom,Nance,Z,Sr,1946-02-28,Dr,nmeasombr@reddit.com,F,650-65-9031,SSN,LEG013619,EX,Spanish,2016-02-28,,424
Lerohan,Sollie,P,II,1946-03-01,Mr,slerohanbs@flickr.com,M,783-06-9763,SSN,LEG178355,W2,Spanish,2016-02-29,,425
Baxster,Dugald,K,III,1946-03-02,Mrs,dbaxsterbt@constantcontact.com,M,431-82-3149,TIN,LEG521159,W1,Mandarin,2016-03-01,,426
Symson,Hilary,T,III,1946-03-03,Dr,hsymsonbu@cnbc.com,M,548-01-1937,SSN,LEG684434,EX,Spanish,2016-03-02,,427
Climson,Lou,J,Sr,1946-03-04,Mrs,lclimsonbv@edublogs.org,F,673-33-0648,SSN,LEG263245,W1,Mandarin,2016-03-03,2027-03-04,428
Frigout,Eddie,N,NA,1946-03-05,Dr,efrigoutbw@ibm.com,M,390-50-2959,TIN,LEG184815,W2,English,2016-03-04,2027-03-05,429
Rabbage,Jard,V,NA,1946-03-06,Mr,jrabbagebx@elpais.com,M,539-89-2059,TIN,LEG117246,W1,Spanish,2016-03-05,2027-03-06,430
Treuge,Emmalyn,S,Jr,1946-03-07,Dr,etreugeby@netvibes.com,M,261-18-1996,SSN,LEG336028,EX,Mandarin,2016-03-06,,431
Warman,Emmet,X,III,1946-03-08,Dr,ewarmanbz@constantcontact.com,M,788-40-3187,TIN,LEG015581,W1,Mandarin,2016-03-07,,432
Zanettini,Dora,X,II,1946-03-09,Dr,dzanettinic0@artisteer.com,F,272-80-8225,TIN,LEG220092,W4,Mandarin,2016-03-08,,433
Dunphy,Tamra,W,II,1946-03-10,Mrs,tdunphyc1@yandex.ru,F,807-80-7759,SSN,LEG141284,W1,English,2016-03-09,,434
Tineman,Goraud,H,II,1946-03-11,Mrs,gtinemanc2@twitpic.com,F,242-47-6684,TIN,LEG624583,W1,Mandarin,2016-03-10,,435
Mawer,Gearard,W,III,1946-03-12,Ms,gmawerc3@chicagotribune.com,M,726-57-5547,TIN,LEG829595,W2,English,2016-03-11,,436
Chesley,Curran,R,Sr,1946-03-13,Ms,cchesleyc4@va.gov,F,560-68-2910,SSN,LEG742293,W1,Mandarin,2016-03-12,,437
Barabisch,Nonna,L,NA,1946-03-14,Dr,nbarabischc5@biglobe.ne.jp,M,870-09-6924,SSN,LEG634109,W2,English,2016-03-13,2027-03-14,438
Roscrigg,Arlyne,J,NA,1946-03-15,Ms,aroscriggc6@theglobeandmail.com,F,798-20-0169,TIN,LEG460217,EX,Mandarin,2016-03-14,2027-03-15,439
Blackham,Tripp,R,III,1946-03-16,Ms,tblackhamc7@gizmodo.com,F,861-78-0837,TIN,LEG436165,EX,Spanish,2016-03-15,2027-03-16,440
Gosker,Dosi,W,Sr,1946-03-17,Mrs,dgoskerc8@wired.com,M,443-94-6294,SSN,LEG111126,W1,English,2016-03-16,,441
Eastup,Kendrick,Z,III,1946-03-18,Dr,keastupc9@nasa.gov,M,419-72-9956,TIN,LEG270453,W4,English,2016-03-17,,442
MacRedmond,Clemens,Z,NA,1946-03-19,Mr,cmacredmondca@cdc.gov,M,280-77-1798,SSN,LEG171865,W1,English,2016-03-18,,443
Beausang,Ruth,X,NA,1946-03-20,Mrs,rbeausangcb@reverbnation.com,M,112-33-3797,TIN,LEG981429,W4,English,2016-03-19,,444
Yule,Jasmin,P,Jr,1946-03-21,Dr,jyulecc@zdnet.com,F,818-08-2137,TIN,LEG256121,W1,Mandarin,2016-03-20,,445
Briiginshaw,Wilden,C,NA,1946-03-22,Dr,wbriiginshawcd@hexun.com,M,362-29-4690,SSN,LEG059344,W2,English,2016-03-21,,446
Oneill,Pegeen,A,Jr,1946-03-23,Ms,poneillce@nationalgeographic.com,F,260-86-0325,SSN,LEG641842,W4,English,2016-03-22,,447
Hale,Frederic,S,Jr,1946-03-24,Ms,fhalecf@clickbank.net,M,687-23-7999,TIN,LEG745094,W2,Mandarin,2016-03-23,2027-03-24,448
Vosper,Adelle,Q,Sr,1946-03-25,Ms,avospercg@about.me,M,600-60-7701,TIN,LEG249371,EX,Mandarin,2016-03-24,2027-03-25,449
Beardshaw,Margarethe,I,Jr,1946-03-26,Mr,mbeardshawch@tuttocitta.it,F,674-06-5832,SSN,LEG658500,W4,Spanish,2016-03-25,2027-03-26,450
Lush,Coraline,I,Sr,1946-03-27,Mr,clushci@ehow.com,F,196-01-7957,TIN,LEG982017,W1,English,2016-03-26,,451
Moulton,Elbert,M,Sr,1946-03-28,Mrs,emoultoncj@nature.com,M,497-69-2089,TIN,LEG827952,W4,English,2016-03-27,,452
Weagener,Keene,K,NA,1946-03-29,Dr,kweagenerck@sohu.com,M,889-45-6497,TIN,LEG584265,EX,Spanish,2016-03-28,,453
Abendroth,Torry,E,Jr,1946-03-30,Ms,tabendrothcl@stanford.edu,M,383-42-1816,TIN,LEG193773,W4,Mandarin,2016-03-29,,454
Gibbs,Shara,A,NA,1946-03-31,Dr,sgibbscm@addtoany.com,F,282-88-4880,TIN,LEG050056,W1,Spanish,2016-03-30,,455
Rozanski,Benedicto,U,Sr,1946-04-01,Mrs,brozanskicn@google.com.au,F,858-29-5517,TIN,LEG876722,W1,English,2016-03-31,,456
Pashby,Celka,T,Sr,1946-04-02,Ms,cpashbyco@apple.com,M,276-62-4790,TIN,LEG410183,W1,Spanish,2016-04-01,,457
Coldbathe,Hilarius,Z,Jr,1946-04-03,Dr,hcoldbathecp@jugem.jp,M,763-17-7190,TIN,LEG856693,W2,Mandarin,2016-04-02,2027-04-03,458
Frenzel;,Megen,N,III,1946-04-04,Mr,mfrenzelcq@symantec.com,F,623-30-2887,TIN,LEG851578,EX,English,2016-04-03,2027-04-04,459
Aubry,Leonelle,T,Jr,1946-04-05,Dr,laubrycr@va.gov,M,832-37-2649,TIN,LEG902223,EX,Spanish,2016-04-04,2027-04-05,460
Scurrell,Anet,N,Sr,1946-04-06,Dr,ascurrellcs@globo.com,F,598-04-4371,TIN,LEG040018,W2,Mandarin,2016-04-05,,461
Lampaert,Connie,O,II,1946-04-07,Dr,clampaertct@latimes.com,M,268-03-8857,TIN,LEG924710,W2,Mandarin,2016-04-06,,462
Busain,Adrianne,F,II,1946-04-08,Dr,abusaincu@nyu.edu,F,799-56-3135,TIN,LEG918174,W4,Spanish,2016-04-07,,463
Phant,Granny,L,Jr,1946-04-09,Dr,gphantcv@nationalgeographic.com,F,168-33-6676,SSN,LEG568463,W2,Mandarin,2016-04-08,,464
Barritt,Elayne,E,NA,1946-04-10,Dr,ebarrittcw@ycombinator.com,F,822-98-5579,SSN,LEG587584,W1,English,2016-04-09,,465
Beckenham,Austin,Q,III,1946-04-11,Mr,abeckenhamcx@zdnet.com,M,626-19-3805,TIN,LEG412454,W4,Mandarin,2016-04-10,,466
Marlow,Lavena,M,Jr,1946-04-12,Ms,lmarlowcy@ow.ly,M,855-30-7451,SSN,LEG967607,W2,Spanish,2016-04-11,,467
Turfes,Philippe,N,III,1946-04-13,Dr,pturfescz@indiegogo.com,F,322-92-3849,TIN,LEG751907,W2,Spanish,2016-04-12,2027-04-13,468
Duckhouse,Barbra,C,Sr,1946-04-14,Dr,bduckhoused0@trellian.com,F,157-83-1430,SSN,LEG169721,W4,English,2016-04-13,2027-04-14,469
Nethercott,Corinne,H,III,1946-04-15,Dr,cnethercottd1@fc2.com,F,888-42-6194,TIN,LEG898295,W1,Spanish,2016-04-14,2027-04-15,470
Jados,Keelia,U,Sr,1946-04-16,Mrs,kjadosd2@intel.com,F,838-56-4800,SSN,LEG564930,W1,Spanish,2016-04-15,,471
Instone,Barret,V,NA,1946-04-17,Dr,binstoned3@prweb.com,F,467-06-8900,TIN,LEG817958,W1,Mandarin,2016-04-16,,472
Clampton,Dasha,S,II,1946-04-18,Mrs,dclamptond4@patch.com,F,747-41-2624,SSN,LEG062979,W2,Spanish,2016-04-17,,473
Cassin,Ryun,Z,Sr,1946-04-19,Mr,rcassind5@spotify.com,M,158-56-6022,TIN,LEG314880,W2,Mandarin,2016-04-18,,474
Maslin,Son,C,III,1946-04-20,Mr,smaslind6@mit.edu,F,365-27-9129,TIN,LEG549737,W4,Mandarin,2016-04-19,,475
Ziemens,Candis,D,III,1946-04-21,Mr,cziemensd7@tripadvisor.com,F,575-38-1571,TIN,LEG603346,W4,English,2016-04-20,,476
Koop,Valentino,S,Sr,1946-04-22,Dr,vkoopd8@yelp.com,F,120-77-1210,SSN,LEG351523,W4,English,2016-04-21,,477
Paskerful,Kaylyn,W,Jr,1946-04-23,Ms,kpaskerfuld9@nyu.edu,F,852-32-1179,TIN,LEG572649,W4,Mandarin,2016-04-22,2027-04-23,478
Cater,Karlotta,P,II,1946-04-24,Dr,kcaterda@salon.com,F,329-89-5995,TIN,LEG159174,W4,Mandarin,2016-04-23,2027-04-24,479
Clair,Ian,N,Sr,1946-04-25,Dr,iclairdb@sciencedirect.com,M,285-20-7405,TIN,LEG505106,W2,Mandarin,2016-04-24,2027-04-25,480
Olcot,Kaspar,P,II,1946-04-26,Ms,kolcotdc@canalblog.com,M,229-50-4648,TIN,LEG002626,EX,Spanish,2016-04-25,,481
Ivkovic,Darryl,Y,Jr,1946-04-27,Dr,divkovicdd@shinystat.com,F,260-23-8063,SSN,LEG378940,EX,Spanish,2016-04-26,,482
Robel,Adi,E,III,1946-04-28,Dr,arobelde@bluehost.com,F,612-87-6681,TIN,LEG936745,W2,Mandarin,2016-04-27,,483
Dunan,Allayne,Y,NA,1946-04-29,Mr,adunandf@uol.com.br,M,219-75-9402,SSN,LEG050133,W1,Mandarin,2016-04-28,,484
Eschalette,Marilin,K,Jr,1946-04-30,Ms,meschalettedg@stanford.edu,F,738-64-7303,TIN,LEG319751,W2,Mandarin,2016-04-29,,485
Burbudge,Phoebe,X,III,1946-05-01,Ms,pburbudgedh@discovery.com,M,569-70-2336,SSN,LEG866681,W4,English,2016-04-30,,486
Dailly,Randie,E,Sr,1946-05-02,Mr,rdaillydi@cbc.ca,M,239-08-1655,TIN,LEG816770,EX,Spanish,2016-05-01,,487
Eidelman,Yetta,Q,Jr,1946-05-03,Ms,yeidelmandj@seesaa.net,M,594-87-5968,SSN,LEG097876,W4,Mandarin,2016-05-02,2027-05-03,488
Gensavage,Padriac,Q,Sr,1946-05-04,Ms,pgensavagedk@nyu.edu,M,626-55-0121,TIN,LEG295687,W2,Mandarin,2016-05-03,2027-05-04,489
Presho,Ceil,U,III,1946-05-05,Dr,cpreshodl@howstuffworks.com,M,802-09-5956,TIN,LEG438458,W2,English,2016-05-04,2027-05-05,490
Firmin,Mahalia,E,III,1946-05-06,Mrs,mfirmindm@dion.ne.jp,F,268-71-9847,TIN,LEG616676,EX,Spanish,2016-05-05,,491
Beran,Cristine,M,Sr,1946-05-07,Dr,cberandn@tamu.edu,M,538-35-3802,TIN,LEG897403,W1,Spanish,2016-05-06,,492
Drennan,Harriette,A,II,1946-05-08,Dr,hdrennando@posterous.com,M,510-34-2068,TIN,LEG221796,EX,Mandarin,2016-05-07,,493
Garrique,Aldous,V,III,1946-05-09,Dr,agarriquedp@unc.edu,M,452-20-9100,SSN,LEG418454,W2,English,2016-05-08,,494
Clethro,Reagan,W,Sr,1946-05-10,Mrs,rclethrodq@ucoz.com,F,217-77-1264,TIN,LEG899335,W2,Mandarin,2016-05-09,,495
Johnes,Candide,L,II,1946-05-11,Ms,cjohnesdr@comsenz.com,M,865-30-0736,TIN,LEG269180,W2,Mandarin,2016-05-10,,496
Gounod,Keary,P,Sr,1946-05-12,Ms,kgounodds@edublogs.org,F,635-65-9933,TIN,LEG185832,W1,Mandarin,2016-05-11,,497
Notley,Buiron,W,Jr,1946-05-13,Mrs,bnotleydt@auda.org.au,F,410-92-1016,SSN,LEG038856,EX,Mandarin,2016-05-12,2027-05-13,498
McDonald,Gisela,F,II,1946-05-14,Mrs,gmcdonalddu@github.com,F,103-37-0526,SSN,LEG119815,W2,Mandarin,2016-05-13,2027-05-14,499
Hambatch,Phillip,P,Jr,1946-05-15,Mr,phambatchdv@reference.com,M,735-48-1660,TIN,LEG000812,W1,English,2016-05-14,2027-05-15,500
Pavlovic,Thatcher,A,Jr,1946-05-16,Mr,tpavlovicdw@hexun.com,M,533-56-3947,TIN,LEG174859,EX,Spanish,2016-05-15,,501
Rhodes,Magnum,W,Sr,1946-05-17,Dr,mrhodesdx@meetup.com,F,173-51-2817,SSN,LEG696126,W1,Mandarin,2016-05-16,,502
Ricardin,Lazarus,N,Sr,1946-05-18,Mr,lricardindy@cornell.edu,M,887-40-3860,TIN,LEG179611,W4,Spanish,2016-05-17,,503
Geeraert,Madalyn,K,Sr,1946-05-19,Mrs,mgeeraertdz@twitpic.com,F,449-01-0913,SSN,LEG946109,W2,Mandarin,2016-05-18,,504
Giveen,Chrissie,T,III,1946-05-20,Ms,cgiveene0@rakuten.co.jp,M,367-15-7005,SSN,LEG449953,W4,Mandarin,2016-05-19,,505
Pinhorn,Martina,B,II,1946-05-21,Ms,mpinhorne1@storify.com,M,149-86-9845,TIN,LEG405618,EX,English,2016-05-20,,506
Massimo,Allard,F,Jr,1946-05-22,Mr,amassimoe2@oracle.com,M,322-28-1943,SSN,LEG225941,W4,Spanish,2016-05-21,,507
D'Alessandro,Hi,N,Sr,1946-05-23,Mr,hdalessandroe3@cnn.com,F,614-74-5746,TIN,LEG703489,W4,Spanish,2016-05-22,2027-05-23,508
Kirimaa,Parker,Z,III,1946-05-24,Ms,pkirimaae4@drupal.org,M,818-89-4885,SSN,LEG896055,W2,Spanish,2016-05-23,2027-05-24,509
Mackinder,Boycie,P,III,1946-05-25,Dr,bmackindere5@webs.com,F,126-76-3942,TIN,LEG460099,EX,English,2016-05-24,2027-05-25,510
MacGilrewy,Dinny,L,Sr,1946-05-26,Mr,dmacgilrewye6@about.me,M,428-15-3189,TIN,LEG055933,W4,Mandarin,2016-05-25,,511
Costar,Odessa,S,NA,1946-05-27,Mrs,ocostare7@alibaba.com,M,680-48-9227,TIN,LEG904743,EX,English,2016-05-26,,512
Grouer,Masha,W,Sr,1946-05-28,Mr,mgrouere8@indiegogo.com,M,767-90-5818,SSN,LEG262643,EX,Mandarin,2016-05-27,,513
Burd,Merlina,A,Jr,1946-05-29,Dr,mburde9@cargocollective.com,M,705-28-4301,SSN,LEG471081,EX,Mandarin,2016-05-28,,514
Worsell,Julia,H,Sr,1946-05-30,Mrs,jworsellea@1688.com,F,160-81-0251,SSN,LEG384029,W4,English,2016-05-29,,515
Meus,Betteann,R,Sr,1946-05-31,Dr,bmeuseb@mit.edu,M,836-41-2996,SSN,LEG779729,EX,Mandarin,2016-05-30,,516
Fulep,Melisent,G,II,1946-06-01,Ms,mfulepec@netlog.com,F,483-55-5685,TIN,LEG451889,W1,Spanish,2016-05-31,,517
Sothcott,Win,L,Sr,1946-06-02,Mrs,wsothcotted@woothemes.com,M,644-42-9497,TIN,LEG584336,W2,Mandarin,2016-06-01,2027-06-02,518
Hagston,Taite,J,Jr,1946-06-03,Mr,thagstonee@livejournal.com,F,672-28-3604,SSN,LEG624124,W2,Mandarin,2016-06-02,2027-06-03,519
Maddox,Lanae,S,II,1946-06-04,Mrs,lmaddoxef@naver.com,F,582-94-8377,SSN,LEG540259,W1,Spanish,2016-06-03,2027-06-04,520
Pagitt,Galvin,D,III,1946-06-05,Mr,gpagitteg@wikispaces.com,F,290-93-8359,SSN,LEG612523,W4,Mandarin,2016-06-04,,521
Trillo,Tommie,R,Jr,1946-06-06,Dr,ttrilloeh@shinystat.com,F,331-55-9972,TIN,LEG334868,W2,English,2016-06-05,,522
Janovsky,Zorah,B,Jr,1946-06-07,Ms,zjanovskyei@nifty.com,M,486-67-8572,TIN,LEG813095,W4,Spanish,2016-06-06,,523
Holstein,Bart,C,II,1946-06-08,Dr,bholsteinej@dedecms.com,M,425-72-7234,TIN,LEG220196,EX,English,2016-06-07,,524
Yoakley,Fonsie,B,Sr,1946-06-09,Mrs,fyoakleyek@cam.ac.uk,M,536-96-7020,TIN,LEG774266,W4,Mandarin,2016-06-08,,525
Attryde,Marcel,B,NA,1946-06-10,Mrs,mattrydeel@cam.ac.uk,M,842-55-9494,SSN,LEG323390,W2,English,2016-06-09,,526
